,maker_num,model_num,detail_num,cost,exchange
5980,81,82,88,327062,"Rear bumper:coating,exchange"
5981,1,22,22,411628,"Rear bumper:coating,exchange"
5982,97,162,163,694160,"Rear bumper:coating,exchange"
5983,1,29,29,337097,"Front bumper:exchange,coating"
5984,97,114,149,245919,"Bumper:coating,exchange"
5985,97,114,115,319565,"Front bumper:exchange,coating"
5986,97,133,133,303622,"Front bumper:exchange,coating"
5987,97,162,163,729203,"Rear bumper:coating,exchange"
5988,97,162,163,342007,"Front bumper:exchange,coating"
5989,1,14,38,225738,"Rear bumper:coating,exchange"
5990,1,15,40,619538,"Front bumper:exchange,coating"
5991,71,80,80,387708,"Rear bumper:coating,exchange"
5992,97,162,163,477400,"Front bumper:exchange,coating"
5993,97,114,116,343467,"Rear bumper:coating,exchange"
5994,97,150,154,222068,"Front bumper:exchange,coating"
5995,97,107,109,278818,"Front bumper:exchange,coating"
5996,97,99,165,382359,"Bumper:coating,exchange"
5997,97,99,99,336785,"Front bumper:exchange,coating"
5998,1,8,34,278597,"Front bumper:exchange,coating"
5999,97,118,123,321410,"Front bumper:exchange,coating"
6000,97,136,136,466887,"Front bumper:exchange,coating"
6001,97,105,130,519150,"Rear bumper:coating,exchange"
6002,97,162,163,354370,"Front bumper:exchange,coating"
6003,97,150,154,297490,"Front bumper:exchange,coating"
6004,97,144,145,338145,"Front bumper:exchange,coating"
6005,1,13,42,27000,Wheel:exchange
6006,97,99,164,380589,"Rear bumper:coating,exchange"
6007,97,150,152,400219,"Bumper:coating,exchange"
6008,97,105,106,318531,"Front bumper:exchange,coating"
6009,1,15,40,315863,"Front bumper:exchange,coating"
6010,97,162,163,389084,"Front bumper:exchange,coating"
6011,1,13,42,773837,"Rear bumper:coating,exchange"
6012,97,144,148,554729,"Rear bumper:coating,exchange"
6013,97,105,130,341097,"Front bumper:exchange,coating"
6014,97,150,154,249128,"Rear bumper:coating,exchange"
6015,97,105,130,480121,"Rear bumper:coating,exchange"
6016,97,131,160,371310,"Front bumper:exchange,coating"
6017,97,99,165,376629,"Bumper:coating,exchange"
6018,1,22,22,654189,"Rear bumper:coating,exchange"
6019,1,14,37,251291,"Front bumper:exchange,coating"
6020,97,114,149,757819,"Bumper:coating,exchange"
6021,97,99,99,424357,"Front bumper:exchange,coating"
6022,1,4,6,304035,"Rear bumper:coating,exchange"
6023,1,15,39,695089,"Rear bumper:coating,exchange"
6024,97,150,152,374849,"Bumper:coating,exchange"
6025,97,114,149,492709,"Bumper:coating,exchange"
6026,97,133,134,316057,"Rear bumper:coating,exchange"
6027,1,14,37,226445,"Front bumper:exchange,coating"
6028,1,15,40,349340,"Rear bumper:coating,exchange"
6029,97,150,152,407039,"Bumper:coating,exchange"
6030,97,97,97,341560,Wheel:exchange
6031,97,99,165,355449,"Rear bumper:coating,exchange"
6032,97,114,114,325319,"Rear bumper:coating,exchange"
6033,97,150,154,370928,"Front bumper:exchange,coating"
6034,1,4,6,304035,"Rear bumper:coating,exchange"
6035,1,13,42,363500,Wheel:exchange
6036,97,105,130,325347,"Front bumper:exchange,coating"
6037,1,14,35,545359,Bumper:exchange
6038,97,99,165,755259,"Bumper:coating,exchange"
6039,97,144,145,880435,"Front bumper:exchange,coating"
6040,97,105,130,385765,"Rear bumper:coating,exchange"
6041,97,105,130,385765,"Rear bumper:coating,exchange"
6042,97,99,99,567142,Wheel:exchange;Wheel:exchange
6043,97,144,145,344070,"Front bumper:exchange,coating"
6044,97,114,149,348889,"Bumper:coating,exchange"
6045,97,118,122,522309,"Bumper:coating,exchange"
6046,1,14,35,536019,"Bumper:coating,exchange"
6047,71,80,80,81830,Front bumper:exchange
6048,1,10,10,340723,"Front bumper:exchange,coating"
6049,97,150,152,203339,"Rear bumper:coating,exchange"
6050,97,114,149,686737,"Front bumper:repair,coating;Bumper:coating,exchange"
6051,97,144,145,730455,"Front bumper:exchange,coating"
6052,1,15,40,287785,"Rear bumper:coating,exchange"
6053,1,15,39,324579,"Bumper:coating,exchange"
6054,97,99,165,367559,"Bumper:coating,exchange"
6055,97,162,163,381047,"Rear bumper:coating,exchange"
6056,97,170,170,688890,Wheel:exchange
6057,97,114,114,285249,"Bumper:coating,exchange"
6058,1,14,38,253335,"Rear bumper:coating,exchange"
6059,1,8,34,347447,"Front bumper:exchange,coating"
6060,97,118,125,300289,"Rear bumper:coating,exchange"
6061,97,144,147,639779,"Rear bumper:coating,exchange"
6062,97,162,163,325081,"Rear bumper:coating,exchange"
6063,1,8,34,278597,"Front bumper:exchange,coating"
6064,97,99,99,336785,"Front bumper:exchange,coating"
6065,97,144,148,483219,"Bumper:coating,exchange"
6066,97,105,106,302528,"Rear bumper:coating,exchange"
6067,97,162,163,719585,"Rear bumper:coating,exchange"
6068,1,15,40,338985,"Front bumper:exchange,coating"
6069,97,162,163,852503,"Front bumper:exchange,coating"
6070,97,144,145,908298,"Rear bumper:coating,exchange"
6071,97,150,152,221519,"Bumper:coating,exchange"
6072,97,114,114,431359,"Rear bumper:coating,exchange"
6073,97,162,163,525189,"Rear bumper:coating,exchange"
6074,1,15,39,1034649,"Bumper:coating,exchange"
6075,1,14,37,479629,"Bumper:coating,exchange"
6076,97,114,115,379421,"Rear bumper:coating,exchange"
6077,1,15,39,1025129,"Bumper:coating,exchange"
6078,1,13,42,288722,"Front bumper:exchange,coating"
6079,97,105,130,306097,"Front bumper:exchange,coating"
6080,1,4,5,334948,"Front bumper:exchange,coating"
6081,51,58,69,475946,"Rear bumper:coating,exchange"
6082,1,14,35,271549,"Bumper:coating,exchange"
6083,97,98,98,715169,"Bumper:coating,exchange"
6084,1,1,2,83220,Bumper:exchange
6085,1,15,39,688349,"Rear bumper:coating,exchange"
6086,97,114,149,654859,Side mirror:exchange
6087,97,144,145,434909,"Bumper:coating,exchange"
6088,97,114,149,276669,"Bumper:coating,exchange"
6089,81,96,96,655621,"Front bumper:exchange,coating"
6090,97,131,160,581203,"Front bumper:exchange,coating"
6091,97,114,114,422229,"Rear bumper:coating,exchange"
6092,97,162,163,958297,"Front bumper:exchange,coating"
6093,97,105,130,504091,"Front bumper:exchange,coating"
6094,97,114,114,374439,"Bumper:coating,exchange"
6095,97,150,152,221479,"Bumper:coating,exchange"
6096,97,118,126,264829,"Bumper:coating,exchange"
6097,81,81,81,626540,"Front bumper:sheet_metal,exchange,coating"
6098,97,105,130,398321,"Front bumper:exchange,coating"
6099,97,97,97,532384,"Rear bumper:coating,exchange"
6100,97,150,152,580819,"Bumper:coating,exchange"
6101,97,105,106,295219,"Bumper:coating,exchange"
6102,97,97,97,392094,"Rear bumper:coating,exchange"
6103,1,13,42,462706,"Front bumper:exchange,coating"
6104,81,82,88,803253,"Front bumper:exchange,coating"
6105,1,14,38,226910,"Rear bumper:coating,exchange"
6106,1,15,40,483322,"Rear bumper:coating,exchange"
6107,97,105,130,561097,"Front bumper:exchange,coating"
6108,1,14,38,211222,"Rear bumper:coating,exchange"
6109,97,105,106,267979,"Bumper:coating,exchange"
6110,97,170,170,505569,"Bumper:coating,exchange"
6111,97,170,170,494449,"Bumper:coating,exchange"
6112,97,150,152,472879,"Bumper:coating,exchange"
6113,1,14,37,915169,"Bumper:coating,exchange"
6114,97,162,163,673823,"Rear bumper:coating,exchange"
6115,97,150,152,278600,"Rear bumper:coating,exchange"
6116,1,1,2,352359,"Rear bumper:coating,exchange"
6117,97,105,106,671622,"Bumper:coating,exchange"
6118,1,15,39,674789,"Bumper:coating,exchange"
6119,1,8,34,401988,"Rear bumper:coating,exchange"
6120,97,144,145,659699,"Bumper:coating,exchange"
6121,97,105,106,287309,"Bumper:coating,exchange"
6122,97,114,114,358349,"Rear bumper:coating,exchange"
6123,97,150,152,565339,"Bumper:coating,exchange"
6124,1,22,22,701091,"Rear bumper:coating,exchange"
6125,97,105,130,411070,"Front bumper:exchange,coating"
6126,97,99,99,350259,"Rear bumper:coating,exchange"
6127,1,22,23,324875,"Front bumper:exchange,coating"
6128,1,15,39,670049,"Bumper:coating,repair,exchange"
6129,81,81,83,457903,"Front bumper:exchange,coating"
6130,97,105,106,318029,"Bumper:coating,exchange"
6131,1,1,2,372729,"Bumper:coating,exchange"
6132,51,58,69,368698,"Front bumper:exchange,coating"
6133,97,105,130,437195,"Rear bumper:coating,exchange"
6134,97,150,152,629209,"Bumper:coating,exchange"
6135,1,1,2,381549,"Bumper:coating,exchange"
6136,97,105,106,310669,"Rear bumper:coating,exchange"
6137,97,144,145,335329,"Rear bumper:coating,exchange"
6138,81,81,83,468293,"Front bumper:exchange,coating"
6139,1,27,27,331099,"Bumper:coating,exchange"
6140,97,118,126,635740,"Rear bumper:coating,exchange"
6141,97,150,154,284368,"Front bumper:exchange,coating"
6142,97,144,147,704999,"Bumper:coating,exchange"
6143,1,30,30,352568,"Front bumper:exchange,coating"
6144,97,162,163,110220,Wheel:exchange
6145,97,144,147,418809,"Bumper:coating,exchange"
6146,97,98,98,512029,"Bumper:coating,exchange"
6147,71,75,79,794046,"Front bumper:sheet_metal,exchange,coating"
6148,97,133,133,309352,"Rear bumper:coating,exchange"
6149,97,105,130,365651,"Front bumper:exchange,coating"
6150,97,144,147,719569,"Bumper:coating,exchange"
6151,51,57,57,354635,"Front bumper:exchange,coating"
6152,97,150,152,444350,"Bumper:coating,exchange"
6153,97,105,130,516659,"Rear bumper:coating,exchange"
6154,97,118,124,683877,"Front bumper:exchange,coating"
6155,1,15,39,591389,"Bumper:coating,exchange"
6156,97,105,106,287309,"Bumper:coating,exchange"
6157,97,133,133,747656,"Rear bumper:coating,exchange"
6158,1,20,20,339922,"Front bumper:exchange,coating"
6159,1,22,23,366485,"Front bumper:exchange,coating"
6160,97,99,99,324559,"Rear bumper:coating,exchange"
6161,81,81,81,258869,"Rear bumper:coating,exchange"
6162,71,80,80,79450,Front bumper:exchange
6163,97,107,108,574257,"Rear bumper:coating,exchange"
6164,1,30,30,353622,"Rear bumper:coating,exchange"
6165,1,15,40,311785,"Front bumper:exchange,coating"
6166,97,118,123,343713,"Rear bumper:coating,exchange"
6167,97,144,148,564609,"Bumper:coating,exchange"
6168,1,15,39,1024789,"Bumper:coating,exchange"
6169,1,15,39,1790789,"Bumper:coating,exchange"
6170,97,114,149,516149,"Bumper:coating,exchange"
6171,1,14,38,270221,"Front bumper:exchange,coating"
6172,97,99,99,631079,"Bumper:coating,exchange"
6173,1,15,39,1016369,"Bumper:coating,exchange"
6174,97,150,152,403789,"Bumper:coating,exchange"
6175,97,114,114,502229,"Bumper:coating,exchange"
6176,1,14,38,268291,"Front bumper:exchange,coating"
6177,1,30,30,290785,"Rear bumper:coating,exchange"
6178,1,15,40,247785,"Front bumper:exchange,coating"
6179,97,150,152,527990,"Bumper:coating,exchange"
6180,97,105,130,385765,"Rear bumper:coating,exchange"
6181,97,170,170,540179,"Bumper:coating,exchange"
6182,97,144,148,323119,"Rear bumper:coating,exchange"
6183,1,30,30,669222,"Front bumper:exchange,coating"
6184,97,105,106,310699,"Rear bumper:coating,exchange"
6185,97,150,152,895409,"Bumper:coating,exchange"
6186,97,144,145,324969,"Rear bumper:coating,exchange"
6187,97,144,147,356929,"Bumper:coating,exchange"
6188,97,99,165,350209,"Rear bumper:coating,exchange"
6189,97,114,114,234837,Wheel:exchange
6190,1,29,29,413993,"Rear bumper:coating,exchange"
6191,97,114,116,426298,"Front bumper:exchange,coating"
6192,81,81,81,502950,"Bumper:coating,exchange"
6193,97,162,163,312373,"Front bumper:exchange,coating"
6194,97,118,126,278949,"Rear bumper:coating,exchange"
6195,97,99,99,859950,"Bumper:coating,exchange"
6196,97,144,148,512149,"Bumper:coating,exchange"
6197,97,162,163,894859,"Rear bumper:coating,exchange"
6198,97,144,147,360549,"Bumper:coating,exchange"
6199,97,150,154,207046,Wheel:exchange
6200,81,81,81,503010,"Bumper:coating,exchange"
6201,97,114,114,434999,"Rear bumper:coating,exchange"
6202,1,13,42,457273,"Rear bumper:coating,exchange"
6203,97,105,106,468589,"Bumper:coating,exchange"
6204,1,10,12,360699,"Rear bumper:coating,exchange"
6205,1,22,22,244321,"Front bumper:exchange,coating"
6206,97,131,160,534139,"Front bumper:exchange,coating"
6207,97,105,106,617799,"Bumper:coating,exchange"
6208,97,114,114,357839,"Rear bumper:coating,exchange"
6209,97,162,168,285566,"Front bumper:exchange,coating"
6210,97,114,114,324409,"Bumper:coating,exchange"
6211,97,150,152,596436,"Bumper:coating,exchange"
6212,1,8,34,337053,"Front bumper:exchange,coating"
6213,97,114,114,361159,"Rear bumper:coating,exchange"
6214,97,114,114,378389,"Rear bumper:coating,exchange"
6215,97,170,170,763432,"Rear bumper:repair,coating,exchange"
6216,1,14,35,322989,"Bumper:coating,exchange"
6217,97,105,130,352368,"Front bumper:exchange,coating"
6218,97,99,99,279019,"Rear bumper:coating,exchange"
6219,1,30,30,240722,"Rear bumper:coating,exchange"
6220,97,166,167,575099,"Bumper:coating,exchange"
6221,1,28,28,752619,"Rear bumper:coating,exchange"
6222,97,105,106,281109,"Bumper:coating,exchange"
6223,1,14,37,262229,"Bumper:coating,exchange"
6224,97,144,147,610719,"Bumper:coating,exchange"
6225,1,13,42,379669,"Front bumper:exchange,coating"
6226,97,105,130,385765,"Rear bumper:coating,exchange"
6227,1,1,3,330349,"Bumper:coating,exchange"
6228,97,118,125,660009,"Rear bumper:coating,exchange"
6229,81,81,81,290769,"Bumper:coating,exchange"
6230,97,150,152,851737,"Bumper:coating,exchange"
6231,97,114,115,465278,"Rear bumper:coating,exchange"
6232,97,105,130,474210,"Rear bumper:coating,exchange"
6233,97,144,147,392409,"Bumper:coating,exchange"
6234,97,105,130,396210,"Rear bumper:coating,exchange"
6235,97,99,99,541636,Wheel:exchange
6236,97,99,99,369749,"Bumper:coating,exchange"
6237,1,15,39,342119,"Bumper:coating,exchange"
6238,1,30,30,304590,"Front bumper:exchange,coating"
6239,97,105,130,306097,"Front bumper:exchange,coating"
6240,97,114,149,321169,"Bumper:coating,exchange"
6241,97,114,149,305169,"Bumper:coating,exchange"
6242,97,105,130,323869,"Bumper:coating,exchange"
6243,97,135,135,815429,"Rear bumper:coating,exchange"
6244,97,105,130,423526,"Rear bumper:coating,exchange"
6245,97,144,147,638139,"Rear bumper:coating,exchange"
6246,1,27,27,372669,"Bumper:coating,exchange"
6247,1,13,42,563528,"Rear bumper:coating,exchange"
6248,1,30,30,351235,"Rear bumper:coating,exchange"
6249,97,150,152,301940,"Bumper:coating,exchange"
6250,1,30,30,351235,"Rear bumper:coating,exchange"
6251,97,105,130,773057,"Bumper:coating,exchange;Rear bumper:coating,repair"
6252,97,144,147,676329,"Bumper:coating,exchange"
6253,1,14,35,289599,"Bumper:coating,exchange"
6254,97,150,151,313609,"Bumper:coating,exchange"
6255,1,13,42,395874,"Front bumper:exchange,coating"
6256,97,137,138,338831,"Rear bumper:coating,exchange"
6257,97,162,163,293880,"Front bumper:exchange,coating"
6258,97,155,155,386098,"Rear bumper:coating,exchange"
6259,1,14,37,306659,"Rear bumper:coating,exchange"
6260,97,118,125,545249,"Bumper:coating,exchange"
6261,1,20,20,230030,Wheel:exchange
6262,97,105,106,319378,"Rear bumper:coating,exchange"
6263,81,84,85,266598,"Front bumper:exchange,coating"
6264,1,15,39,727858,"Rear bumper:repair,coating,exchange"
6265,71,75,77,212538,"Rear bumper:coating,exchange"
6266,1,15,39,619129,"Bumper:coating,exchange"
6267,97,105,106,240849,"Bumper:coating,exchange"
6268,97,99,99,356399,"Rear bumper:coating,exchange"
6269,1,15,39,574959,"Bumper:coating,exchange"
6270,97,150,152,269869,"Bumper:coating,exchange"
6271,1,22,22,419709,"Bumper:coating,exchange"
6272,1,1,2,256579,"Bumper:coating,exchange"
6273,1,15,39,269689,"Bumper:coating,exchange"
6274,1,15,39,532728,"Rear bumper:coating,exchange"
6275,1,13,42,273348,"Front bumper:exchange,coating"
6276,1,4,4,197408,"Front bumper:exchange,coating"
6277,1,13,13,470428,"Rear bumper:coating,exchange"
6278,1,15,39,204170,Wheel:exchange;Wheel:exchange
6279,1,30,30,251628,"Rear bumper:coating,exchange"
6280,1,14,35,184238,"Rear bumper:coating,exchange"
6281,1,10,10,280198,"Rear bumper:coating,exchange"
6282,1,4,5,332028,"Rear bumper:coating,exchange"
6283,1,13,42,266258,"Front bumper:exchange,coating"
6284,1,1,1,386678,"Rear bumper:coating,exchange"
6285,1,15,39,206408,"Front bumper:exchange,coating"
6286,1,13,42,319138,"Rear bumper:coating,exchange"
6287,1,13,42,540608,"Rear bumper:coating,exchange"
6288,1,30,30,208128,"Front bumper:exchange,coating"
6289,1,13,42,280598,"Front bumper:exchange,coating"
6290,71,75,78,384718,"Rear bumper:coating,exchange"
6291,1,8,8,207388,"Front bumper:exchange,coating"
6292,1,30,30,235628,"Front bumper:exchange,coating"
6293,1,13,42,263598,"Front bumper:exchange,coating"
6294,1,15,39,249938,"Rear bumper:coating,exchange"
6295,1,25,25,265108,"Front bumper:exchange,coating"
6296,1,14,35,173658,"Front bumper:exchange,coating"
6297,1,15,39,450228,"Rear bumper:coating,exchange"
6298,1,14,35,348698,"Rear bumper:coating,exchange"
6299,1,4,5,218428,"Rear bumper:coating,exchange"
6300,1,13,42,256128,"Front bumper:exchange,coating"
6301,1,15,39,404488,"Front bumper:exchange,coating"
6302,1,13,13,393148,"Rear bumper:coating,exchange"
6303,1,14,35,346668,"Rear bumper:coating,exchange"
6304,1,14,35,164258,"Rear bumper:coating,exchange"
6305,1,22,22,174088,"Rear bumper:coating,exchange"
6306,1,4,5,223158,"Rear bumper:coating,exchange"
6307,1,1,1,252488,"Rear bumper:coating,exchange"
6308,1,1,1,243878,"Rear bumper:coating,exchange"
6309,1,25,25,439298,"Rear bumper:coating,exchange"
6310,1,13,42,294558,"Rear bumper:coating,exchange"
6311,81,95,95,439638,"Front bumper:exchange,coating"
6312,97,114,114,266858,"Rear bumper:coating,exchange"
6313,1,18,45,346818,"Rear bumper:coating,exchange"
6314,1,20,20,585258,"Rear bumper:coating,exchange"
6315,1,30,30,251458,"Front bumper:exchange,coating"
6316,1,1,1,250968,"Rear bumper:coating,exchange"
6317,1,25,25,249908,"Rear bumper:coating,exchange"
6318,1,8,34,287768,"Rear bumper:coating,exchange"
6319,1,13,42,500188,"Rear bumper:coating,exchange"
6320,1,25,25,280248,"Rear bumper:coating,exchange"
6321,1,30,30,232578,"Front bumper:exchange,coating"
6322,1,15,39,542388,"Rear bumper:coating,exchange"
6323,1,13,42,550738,"Rear bumper:coating,exchange"
6324,1,4,5,207128,"Front bumper:exchange,coating"
6325,1,17,43,225098,"Rear bumper:coating,exchange"
6326,1,14,35,291288,"Front bumper:exchange,coating"
6327,1,8,34,301458,"Rear bumper:coating,exchange"
6328,1,8,34,276608,"Front bumper:exchange,coating"
6329,1,15,39,251528,"Rear bumper:coating,exchange"
6330,1,14,35,126530,Wheel:exchange
6331,1,14,35,178968,"Rear bumper:coating,exchange"
6332,1,25,25,459608,"Rear bumper:coating,exchange"
6333,1,14,35,185348,"Rear bumper:coating,exchange"
6334,1,13,42,457028,"Rear bumper:coating,exchange"
6335,71,80,80,266208,"Rear bumper:coating,exchange"
6336,1,22,22,355338,"Rear bumper:coating,exchange"
6337,1,22,22,173368,"Front bumper:exchange,coating"
6338,1,15,39,240868,"Front bumper:exchange,coating"
6339,1,14,35,188088,"Rear bumper:coating,exchange"
6340,1,14,38,389288,"Rear bumper:coating,exchange"
6341,1,14,35,158468,"Front bumper:exchange,coating"
6342,1,15,39,239228,"Front bumper:exchange,coating"
6343,1,14,35,190298,"Rear bumper:coating,exchange"
6344,1,15,39,233068,"Rear bumper:coating,exchange"
6345,97,114,114,259888,"Front bumper:exchange,coating"
6346,1,15,39,398488,"Rear bumper:coating,exchange"
6347,1,15,39,232798,"Front bumper:exchange,coating"
6348,1,13,42,501548,"Rear bumper:coating,exchange"
6349,1,14,35,191968,"Rear bumper:coating,exchange"
6350,1,14,35,165688,"Front bumper:exchange,coating"
6351,1,14,35,178968,"Rear bumper:coating,exchange"
6352,1,14,35,384028,"Rear bumper:coating,exchange"
6353,1,15,39,239228,"Front bumper:exchange,coating"
6354,1,13,42,366768,"Rear bumper:coating,exchange"
6355,71,80,80,238108,"Front bumper:exchange,coating"
6356,1,13,13,206668,"Rear bumper:coating,exchange"
6357,1,13,42,494068,"Rear bumper:coating,exchange"
6358,1,14,35,244238,"Rear bumper:coating,exchange"
6359,1,25,25,290158,"Front bumper:exchange,coating"
6360,1,15,39,402758,"Front bumper:exchange,coating"
6361,1,13,42,256188,"Front bumper:exchange,coating"
6362,1,15,15,582648,"Rear bumper:coating,exchange"
6363,1,14,35,174308,"Rear bumper:coating,exchange"
6364,1,25,26,568828,"Rear bumper:coating,exchange"
6365,1,4,4,345858,"Rear bumper:coating,exchange"
6366,1,30,30,243708,"Rear bumper:coating,exchange"
6367,1,15,39,246278,"Front bumper:exchange,coating"
6368,1,13,42,548438,"Rear bumper:coating,exchange"
6369,1,22,22,180528,"Front bumper:exchange,coating"
6370,1,4,5,219268,"Rear bumper:coating,exchange"
6371,1,30,30,622248,"Rear bumper:coating,exchange"
6372,1,10,10,240458,"Front bumper:exchange,coating"
6373,1,4,5,262848,"Rear bumper:coating,exchange"
6374,1,8,34,305728,"Rear bumper:coating,exchange"
6375,1,15,39,509968,"Rear bumper:coating,exchange"
6376,97,162,162,383248,"Front bumper:exchange,coating"
6377,1,13,42,255828,"Front bumper:exchange,coating"
6378,1,14,35,164788,"Front bumper:exchange,coating"
6379,1,22,22,396298,"Rear bumper:coating,exchange"
6380,1,13,42,577738,"Rear bumper:coating,exchange"
6381,1,4,4,200598,"Front bumper:exchange,coating"
6382,1,14,35,126530,Wheel:exchange
6383,81,81,83,232528,"Rear bumper:coating,exchange"
6384,1,15,39,257118,"Front bumper:sheet_metal,exchange,coating"
6385,1,4,5,249538,"Front bumper:exchange,coating"
6386,1,4,5,245178,"Front bumper:exchange,coating"
6387,1,4,4,342198,"Rear bumper:coating,exchange"
6388,1,14,35,164788,"Front bumper:exchange,coating"
6389,97,144,147,244068,"Front bumper:exchange,coating"
6390,97,156,156,216988,"Rear bumper:coating,exchange"
6391,81,81,81,177028,"Front bumper:exchange,coating"
6392,1,15,39,608678,"Rear bumper:coating,exchange"
6393,97,150,154,223108,"Rear bumper:coating,exchange"
6394,97,150,152,233378,"Front bumper:exchange,coating"
6395,97,114,114,262418,"Rear bumper:coating,exchange"
6396,1,15,39,480968,"Rear bumper:coating,exchange"
6397,97,150,154,201638,"Rear bumper:coating,exchange"
6398,97,105,106,328058,"Rear bumper:coating,exchange"
6399,97,150,154,9100,Side mirror:exchange
6400,97,118,122,502918,"Rear bumper:coating,exchange"
6401,97,136,136,326436,"Rear bumper:repair,coating,exchange"
6402,81,89,89,209278,"Front bumper:exchange,coating"
6403,1,13,42,610588,"Rear bumper:coating,exchange"
6404,1,18,45,197868,"Front bumper:exchange,coating"
6405,97,150,152,236658,"Front bumper:exchange,coating"
6406,71,75,77,438328,"Rear bumper:coating,exchange"
6407,1,13,42,348938,"Front bumper:exchange,coating"
6408,97,99,99,273118,"Rear bumper:coating,exchange"
6409,97,118,118,283778,"Front bumper:exchange,coating"
6410,1,14,37,357018,"Rear bumper:coating,exchange"
6411,1,8,34,243478,"Front bumper:exchange,coating"
6412,1,30,30,340988,"Front bumper:exchange,coating"
6413,97,136,136,347446,"Rear bumper:repair,coating,exchange"
6414,1,15,39,280388,"Rear bumper:coating,exchange"
6415,1,15,39,236759,"Bumper:coating,exchange"
6416,1,14,35,428278,"Rear bumper:coating,exchange"
6417,1,28,28,234259,"Bumper:coating,exchange"
6418,97,105,106,265968,"Front bumper:exchange,coating"
6419,1,4,4,219978,"Front bumper:exchange,coating"
6420,1,15,15,715068,"Rear bumper:coating,exchange"
6421,97,99,99,338798,"Front bumper:exchange,coating"
6422,97,144,148,1111379,"Bumper:coating,exchange"
6423,97,114,114,175819,"Bumper:coating,exchange"
6424,97,158,158,345088,"Rear bumper:coating,exchange"
6425,97,144,145,255598,"Front bumper:exchange,coating"
6426,97,99,99,344018,"Front bumper:exchange,coating"
6427,1,14,37,213768,"Rear bumper:coating,exchange"
6428,51,64,64,314588,"Front bumper:exchange,coating"
6429,1,30,30,540948,"Front bumper:exchange,coating"
6430,97,118,122,685659,"Bumper:coating,exchange"
6431,97,114,114,503739,"Bumper:coating,exchange"
6432,97,150,152,267889,"Rear bumper:coating,exchange"
6433,97,110,113,259228,"Front bumper:exchange,coating"
6434,97,118,124,303928,"Front bumper:exchange,coating"
6435,97,150,152,419909,"Bumper:coating,exchange"
6436,97,105,106,385759,"Bumper:coating,exchange"
6437,97,144,148,492329,"Bumper:coating,exchange"
6438,97,144,145,648479,"Rear bumper:coating,exchange"
6439,97,162,169,311208,"Front bumper:exchange,coating"
6440,1,15,39,288509,"Bumper:coating,exchange"
6441,97,144,145,210759,"Rear bumper:coating,exchange"
6442,1,13,42,284118,"Front bumper:exchange,coating"
6443,97,150,152,180659,"Rear bumper:coating,exchange"
6444,97,150,154,329519,"Bumper:coating,exchange"
6445,97,118,122,344739,"Bumper:coating,exchange"
6446,97,144,145,249479,"Bumper:coating,exchange"
6447,97,170,170,275849,"Bumper:coating,exchange"
6448,1,14,37,1125139,"Rear bumper:coating,exchange;Bumper:coating,exchange"
6449,81,90,90,275388,"Front bumper:exchange,coating"
6450,1,13,42,315328,"Front bumper:exchange,coating"
6451,97,162,163,295178,"Front bumper:exchange,coating"
6452,97,105,105,197049,"Bumper:coating,exchange"
6453,71,75,77,478228,"Front bumper:exchange,coating"
6454,1,4,5,223489,Front bumper:exchange;Bumper:coating
6455,97,114,115,273049,"Rear bumper:coating,exchange"
6456,97,105,105,655119,"Bumper:coating,exchange"
6457,97,105,130,282049,"Bumper:coating,exchange"
6458,97,98,98,559939,"Rear bumper:coating,exchange;Bumper:coating,exchange"
6459,97,114,114,510098,"Rear bumper:coating,exchange"
6460,1,1,2,521654,"Rear bumper:coating,exchange"
6461,97,150,152,308809,"Bumper:coating,exchange"
6462,1,4,5,527259,"Rear bumper:coating,exchange"
6463,1,13,42,876949,"Bumper:coating,exchange"
6464,97,170,170,420739,"Bumper:coating,exchange"
6465,81,95,95,64200,Front bumper:exchange
6466,81,84,84,45000,Front bumper:exchange
6467,81,90,90,68700,Front bumper:exchange
6468,81,81,81,61200,Front bumper:exchange
6469,81,81,81,61200,Front bumper:exchange
6470,81,84,84,45000,Front bumper:exchange
6471,81,82,82,52200,Front bumper:exchange
6472,81,81,83,34500,Front bumper:exchange
6473,81,81,83,34500,Front bumper:exchange
6474,81,81,83,34500,Front bumper:exchange
6475,81,96,96,77700,Front bumper:exchange
6476,81,96,96,77700,Front bumper:exchange
6477,81,81,83,34500,Front bumper:exchange
6478,81,81,81,61200,Front bumper:exchange
6479,81,96,96,77700,Front bumper:exchange
6480,81,81,83,34500,Front bumper:exchange
6481,81,90,90,68700,Front bumper:exchange
6482,81,81,81,61200,Front bumper:exchange
6483,81,82,82,52200,Front bumper:exchange
6484,81,82,82,52200,Front bumper:exchange
6485,81,90,90,68700,Front bumper:exchange
6486,81,95,95,64200,Front bumper:exchange
6487,81,82,82,52200,Front bumper:exchange
6488,1,18,45,738200,"Rear bumper:coating,exchange"
6489,81,81,81,61200,Front bumper:exchange
6490,81,90,90,68700,Front bumper:exchange
6491,81,82,82,52200,Front bumper:exchange
6492,81,95,95,64200,Front bumper:exchange
6493,81,86,86,50100,Front bumper:exchange
6494,81,95,95,64200,Front bumper:exchange
6495,81,95,95,64200,Front bumper:exchange
6496,81,84,84,45000,Front bumper:exchange
6497,81,81,83,34500,Front bumper:exchange
6498,81,82,82,52200,Front bumper:exchange
6499,81,84,85,64800,Front bumper:exchange
6500,81,82,87,81000,Front bumper:exchange
