,maker,model,detail,category_id,cnt,cost_total,repair,exchange,repaired
0,기아,K3,K3,as-0005044,2945.0,429710.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
1,기아,K3,K3,as-0010204,5572.0,244168.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2,기아,K3,K3,as-0012737,6610.0,343978.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
3,기아,K3,K3,as-0014343,7446.0,213559.0,"Bumper:coating,exchange","Bumper:coating,exchange",
4,기아,K3,K3,as-0014438,7499.0,548909.0,"Bumper:coating,exchange","Bumper:coating,exchange",
5,기아,K3,K3,as-0016100,8295.0,287941.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
6,기아,K3,K3,as-0017464,9054.0,314861.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
7,기아,K3,K3,as-0018134,9467.0,298898.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
8,기아,K3,K3,as-0021496,11398.0,668770.0,"Bumper:coating,repair",,"Bumper:coating,repair"
9,기아,K3,K3,as-0021639,11475.0,195199.0,"Bumper:coating,exchange","Bumper:coating,exchange",
10,기아,K3,K3,as-0029723,15815.0,293648.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
11,기아,K3,K3,as-0033300,18225.0,256448.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
12,기아,K3,K3,as-0034894,19444.0,337518.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
13,기아,K3,K3,as-0035945,20244.0,306239.0,Front bumper:coating,,Front bumper:coating
14,기아,K3,K3,as-0038140,21682.0,253716.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
15,기아,K3,K3,as-0039112,22220.0,281876.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
16,기아,K3,K3,as-0040192,22944.0,303011.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
17,기아,K3,K3,as-0041524,23863.0,735318.0,"Bumper:coating,exchange","Bumper:coating,exchange",
18,기아,K3,K3,as-0045832,25983.0,306428.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
19,기아,K3,K3,as-0051067,29417.0,365968.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
20,기아,K3,K3,as-0053815,30957.0,295188.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
21,기아,K3,K3,as-0053962,31032.0,313408.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
22,기아,K3,K3,as-0054553,31387.0,292536.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
23,기아,K3,K3,as-0055944,32171.0,260200.0,Wheel:exchange,Wheel:exchange,
24,기아,K3,K3,as-0059841,34760.0,387356.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
25,기아,K3,K3,as-0062729,36580.0,420007.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
26,기아,K3,K3,as-0063549,37107.0,338051.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
27,기아,K3,K3,as-0065426,38254.0,421457.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
28,기아,K3,K3,as-0065551,38322.0,333059.0,"Bumper:coating,exchange","Bumper:coating,exchange",
29,기아,K3,K3,as-0068944,39981.0,280806.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
30,기아,K3,K3,as-0073950,43088.0,852422.0,"Bumper:coating,exchange","Bumper:coating,exchange",
31,기아,K3,K3,as-0077220,45056.0,443082.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
32,기아,K3,K3,as-0077823,45443.0,399989.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
33,기아,K3,K3,as-0078005,45561.0,388815.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
34,기아,K3,K3,as-0082011,48383.0,544807.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
35,기아,K3,K3,as-0083678,49470.0,393718.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
36,기아,K3,K3,as-0093691,54164.0,340054.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
37,기아,K3,K3,as-0096209,55345.0,383104.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
38,기아,K3,K3,as-0096209,35345.0,383104.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
39,기아,K3,K3,as-0093691,34164.0,340054.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
40,기아,K3,K3,as-0083678,29470.0,393718.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
41,기아,K3,K3,as-0082011,28383.0,544807.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
42,기아,K3,K3,as-0078005,25561.0,388815.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
43,기아,K3,K3,as-0077823,25443.0,399989.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
44,기아,K3,K3,as-0077220,25056.0,443082.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
45,기아,K3,K3,as-0073950,23088.0,852422.0,"Bumper:coating,exchange","Bumper:coating,exchange",
46,기아,K3,K3,as-0068944,19981.0,280806.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
47,기아,K3,K3,as-0065551,18322.0,333059.0,"Bumper:coating,exchange","Bumper:coating,exchange",
48,기아,K3,K3,as-0065426,18254.0,421457.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
49,기아,K3,K3,as-0063549,17107.0,338051.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
50,기아,K3,K3,as-0062729,16580.0,420007.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
51,기아,K3,K3,as-0059841,14760.0,387356.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
52,기아,K3,K3,as-0055944,12171.0,260200.0,Wheel:exchange,Wheel:exchange,
53,기아,K3,K3,as-0054553,11387.0,292536.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
54,기아,K3,K3,as-0053962,11032.0,313408.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
55,기아,K3,K3,as-0053815,10957.0,295188.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
56,기아,K3,K3,as-0051067,9417.0,365968.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
57,기아,K3,K3,as-0045832,5983.0,306428.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
58,기아,K3,K3,as-0041524,3863.0,735318.0,"Bumper:coating,exchange","Bumper:coating,exchange",
59,기아,K3,K3,as-0040192,2944.0,303011.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
60,기아,K3,K3,as-0039112,2220.0,281876.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
61,기아,K3,K3,as-0038140,1682.0,253716.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
62,기아,K3,K3,as-0035945,244.0,306239.0,Front bumper:coating,,Front bumper:coating
63,기아,K3,K3(18),as-0001369,781.0,314569.0,Bumper:coating,,Bumper:coating
64,기아,K3,K3(18),as-0001417,808.0,225029.0,"Bumper:coating,exchange","Bumper:coating,exchange",
65,기아,K3,K3(18),as-0001611,932.0,300649.0,"Bumper:coating,exchange","Bumper:coating,exchange",
66,기아,K3,K3(18),as-0001630,948.0,374009.0,Bumper:coating,,Bumper:coating
67,기아,K3,K3(18),as-0001693,984.0,831127.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
68,기아,K3,K3(18),as-0002037,1222.0,313987.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
69,기아,K3,K3(18),as-0002685,1590.0,350999.0,"Bumper:coating,exchange","Bumper:coating,exchange",
70,기아,K3,K3(18),as-0002779,1643.0,436619.0,"Bumper:coating,exchange","Bumper:coating,exchange",
71,기아,K3,K3(18),as-0003341,1963.0,566399.0,"Bumper:coating,exchange","Bumper:coating,exchange",
72,기아,K3,K3(18),as-0004546,2612.0,439609.0,Bumper:coating,,Bumper:coating
73,기아,K3,K3(18),as-0004740,2739.0,329939.0,Bumper:coating,,Bumper:coating
74,기아,K3,K3(18),as-0004759,2749.0,432909.0,"Bumper:coating,exchange","Bumper:coating,exchange",
75,기아,K3,K3(18),as-0004760,2750.0,432909.0,"Bumper:coating,exchange","Bumper:coating,exchange",
76,기아,K3,K3(18),as-0004767,2754.0,303849.0,"Bumper:coating,exchange","Bumper:coating,exchange",
77,기아,K3,K3(18),as-0004811,2782.0,930319.0,"Bumper:coating,exchange","Bumper:coating,exchange",
78,기아,K3,K3(18),as-0005053,2952.0,612539.0,"Bumper:coating,exchange","Bumper:coating,exchange",
79,기아,K3,K3(18),as-0005152,3015.0,404719.0,"Bumper:coating,exchange","Bumper:coating,exchange",
80,기아,K3,K3(18),as-0006800,3981.0,470199.0,"Bumper:coating,repair",,"Bumper:coating,repair"
81,기아,K3,K3(18),as-0014580,7562.0,276649.0,"Bumper:coating,repair",,"Bumper:coating,repair"
82,기아,K3,K3(18),as-0014652,7603.0,590829.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
83,기아,K3,K3(18),as-0019703,10333.0,310128.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
84,기아,K3,K3(18),as-0019782,10378.0,309869.0,"Bumper:coating,repair",,"Bumper:coating,repair"
85,기아,K3,K3(18),as-0021597,11449.0,410857.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
86,기아,K3,K3(18),as-0027601,14508.0,1180008.0,"Bumper:coating,exchange","Bumper:coating,exchange",
87,기아,K3,K3(18),as-0027722,14583.0,322609.0,"Bumper:coating,exchange","Bumper:coating,exchange",
88,기아,K3,K3(18),as-0027846,14663.0,717429.0,Side mirror:exchange,Side mirror:exchange,
89,기아,K3,K3(18),as-0029893,15935.0,481209.0,"Bumper:coating,repair",,"Bumper:coating,repair"
90,기아,K3,K3(18),as-0034145,18857.0,282079.0,"Bumper:coating,repair",,"Bumper:coating,repair"
91,기아,K3,K3(18),as-0034188,18889.0,244689.0,"Bumper:coating,exchange","Bumper:coating,exchange",
92,기아,K3,K3(18),as-0034210,18907.0,625399.0,"Bumper:coating,exchange","Bumper:coating,exchange",
93,기아,K3,K3(18),as-0034325,18997.0,330169.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
94,기아,K3,K3(18),as-0034393,19052.0,387149.0,"Bumper:coating,repair",,"Bumper:coating,repair"
95,기아,K3,K3(18),as-0034667,19267.0,483709.0,"Bumper:coating,exchange","Bumper:coating,exchange",
96,기아,K3,K3(18),as-0034692,19286.0,349399.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
97,기아,K3,K3(18),as-0034929,19473.0,630459.0,"Bumper:coating,repair",,"Bumper:coating,repair"
98,기아,K3,K3(18),as-0034955,19496.0,356709.0,"Bumper:coating,repair",,"Bumper:coating,repair"
99,기아,K3,K3(18),as-0035000,19528.0,8540.0,Side mirror:exchange,Side mirror:exchange,
100,기아,K3,K3(18),as-0035281,19756.0,461769.0,"Bumper:coating,exchange","Bumper:coating,exchange",
101,기아,K3,K3(18),as-0035473,19897.0,578719.0,"Bumper:coating,exchange","Bumper:coating,exchange",
102,기아,K3,K3(18),as-0035878,20192.0,375950.0,"Bumper:coating,exchange","Bumper:coating,exchange",
103,기아,K3,K3(18),as-0035956,20253.0,349099.0,"Bumper:coating,exchange","Bumper:coating,exchange",
104,기아,K3,K3(18),as-0036131,20365.0,321169.0,"Bumper:coating,exchange","Bumper:coating,exchange",
105,기아,K3,K3(18),as-0036707,20757.0,424637.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
106,기아,K3,K3(18),as-0036880,20868.0,481004.0,"Bumper:coating,exchange","Bumper:coating,exchange",
107,기아,K3,K3(18),as-0037005,20952.0,416497.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
108,기아,K3,K3(18),as-0037079,21006.0,630981.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
109,기아,K3,K3(18),as-0040485,23156.0,485142.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
110,기아,K3,K3(18),as-0040543,23198.0,263012.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
111,기아,K3,K3(18),as-0041823,24051.0,683281.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
112,기아,K3,K3(18),as-0041884,24094.0,665161.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
113,기아,K3,K3(18),as-0047935,27369.0,574959.0,"Bumper:coating,repair",,"Bumper:coating,repair"
114,기아,K3,K3(18),as-0048495,27772.0,574959.0,"Bumper:coating,repair",,"Bumper:coating,repair"
115,기아,K3,K3(18),as-0048514,27785.0,441909.0,"Bumper:coating,exchange","Bumper:coating,exchange",
116,기아,K3,K3(18),as-0048587,27838.0,627399.0,Bumper:coating,,Bumper:coating
117,기아,K3,K3(18),as-0049174,28213.0,409739.0,"Bumper:coating,exchange","Bumper:coating,exchange",
118,기아,K3,K3(18),as-0049298,28283.0,421539.0,"Bumper:coating,repair",,"Bumper:coating,repair"
119,기아,K3,K3(18),as-0052113,30000.0,587819.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
120,기아,K3,K3(18),as-0059776,34710.0,699197.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
121,기아,K3,K3(18),as-0060214,35012.0,410197.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
122,기아,K3,K3(18),as-0060844,35427.0,719927.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
123,기아,K3,K3(18),as-0060888,35459.0,331947.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
124,기아,K3,K3(18),as-0061384,35797.0,327949.0,"Bumper:coating,exchange","Bumper:coating,exchange",
125,기아,K3,K3(18),as-0061618,35930.0,589072.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
126,기아,K3,K3(18),as-0061683,35969.0,589072.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
127,기아,K3,K3(18),as-0061758,36011.0,413402.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
128,기아,K3,K3(18),as-0062058,36178.0,456369.0,"Bumper:coating,exchange","Bumper:coating,exchange",
129,기아,K3,K3(18),as-0062447,36417.0,480649.0,"Bumper:coating,exchange","Bumper:coating,exchange",
130,기아,K3,K3(18),as-0062552,36487.0,367429.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
131,기아,K3,K3(18),as-0062895,36681.0,609717.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
132,기아,K3,K3(18),as-0062906,36689.0,610887.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
133,기아,K3,K3(18),as-0063621,37157.0,557777.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
134,기아,K3,K3(18),as-0063734,37233.0,468619.0,"Bumper:coating,exchange","Bumper:coating,exchange",
135,기아,K3,K3(18),as-0064840,37906.0,390277.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
136,기아,K3,K3(18),as-0065319,38189.0,408957.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
137,기아,K3,K3(18),as-0070412,40897.0,175519.0,"Bumper:coating,exchange","Bumper:coating,exchange",
138,기아,K3,K3(18),as-0072750,42282.0,356299.0,Bumper:coating,,Bumper:coating
139,기아,K3,K3(18),as-0072983,42437.0,554187.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
140,기아,K3,K3(18),as-0072993,42443.0,286099.0,"Bumper:coating,exchange","Bumper:coating,exchange",
141,기아,K3,K3(18),as-0073253,42612.0,603289.0,"Bumper:coating,exchange","Bumper:coating,exchange",
142,기아,K3,K3(18),as-0073468,42755.0,379907.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
143,기아,K3,K3(18),as-0073480,42765.0,622447.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
144,기아,K3,K3(18),as-0073543,42810.0,304839.0,"Bumper:coating,exchange","Bumper:coating,exchange",
145,기아,K3,K3(18),as-0074465,43411.0,619617.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
146,기아,K3,K3(18),as-0079840,46841.0,638987.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
147,기아,K3,K3(18),as-0081756,48195.0,447867.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
148,기아,K3,K3(18),as-0081852,48263.0,372729.0,"Bumper:coating,exchange","Bumper:coating,exchange",
149,기아,K3,K3(18),as-0081914,48309.0,381549.0,"Bumper:coating,exchange","Bumper:coating,exchange",
150,기아,K3,K3(18),as-0082868,48992.0,449637.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
151,기아,K3,K3(18),as-0083555,49403.0,256579.0,"Bumper:coating,exchange","Bumper:coating,exchange",
152,기아,K3,K3(18),as-0091611,53205.0,631349.0,"Bumper:coating,exchange","Bumper:coating,exchange",
153,기아,K3,K3(18),as-0091961,53349.0,280209.0,"Bumper:coating,repair",,"Bumper:coating,repair"
154,기아,K3,K3(18),as-0092022,53372.0,474729.0,"Bumper:coating,exchange","Bumper:coating,exchange",
155,기아,K3,K3(18),as-0092248,53486.0,459672.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
156,기아,K3,K3(18),as-0092534,53604.0,154929.0,"Bumper:coating,exchange","Bumper:coating,exchange",
157,기아,K3,K3(18),as-0094378,54449.0,592977.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
158,기아,K3,K3(18),as-0099243,56617.0,345489.0,"Bumper:coating,exchange","Bumper:coating,exchange",
159,기아,K3,K3(18),as-0099243,36617.0,345489.0,"Bumper:coating,exchange","Bumper:coating,exchange",
160,기아,K3,K3(18),as-0094378,34449.0,592977.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
161,기아,K3,K3(18),as-0092534,33604.0,154929.0,"Bumper:coating,exchange","Bumper:coating,exchange",
162,기아,K3,K3(18),as-0092248,33486.0,459672.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
163,기아,K3,K3(18),as-0092022,33372.0,474729.0,"Bumper:coating,exchange","Bumper:coating,exchange",
164,기아,K3,K3(18),as-0091961,33349.0,280209.0,"Bumper:coating,repair",,"Bumper:coating,repair"
165,기아,K3,K3(18),as-0091611,33205.0,631349.0,"Bumper:coating,exchange","Bumper:coating,exchange",
166,기아,K3,K3(18),as-0083555,29403.0,256579.0,"Bumper:coating,exchange","Bumper:coating,exchange",
167,기아,K3,K3(18),as-0082868,28992.0,449637.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
168,기아,K3,K3(18),as-0081914,28309.0,381549.0,"Bumper:coating,exchange","Bumper:coating,exchange",
169,기아,K3,K3(18),as-0081852,28263.0,372729.0,"Bumper:coating,exchange","Bumper:coating,exchange",
170,기아,K3,K3(18),as-0081756,28195.0,447867.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
171,기아,K3,K3(18),as-0079840,26841.0,638987.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
172,기아,K3,K3(18),as-0074465,23411.0,619617.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
173,기아,K3,K3(18),as-0073543,22810.0,304839.0,"Bumper:coating,exchange","Bumper:coating,exchange",
174,기아,K3,K3(18),as-0073480,22765.0,622447.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
175,기아,K3,K3(18),as-0073468,22755.0,379907.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
176,기아,K3,K3(18),as-0073253,22612.0,603289.0,"Bumper:coating,exchange","Bumper:coating,exchange",
177,기아,K3,K3(18),as-0072993,22443.0,286099.0,"Bumper:coating,exchange","Bumper:coating,exchange",
178,기아,K3,K3(18),as-0072983,22437.0,554187.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
179,기아,K3,K3(18),as-0072750,22282.0,356299.0,Bumper:coating,,Bumper:coating
180,기아,K3,K3(18),as-0070412,20897.0,175519.0,"Bumper:coating,exchange","Bumper:coating,exchange",
181,기아,K3,K3(18),as-0065319,18189.0,408957.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
182,기아,K3,K3(18),as-0064840,17906.0,390277.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
183,기아,K3,K3(18),as-0063734,17233.0,468619.0,"Bumper:coating,exchange","Bumper:coating,exchange",
184,기아,K3,K3(18),as-0063621,17157.0,557777.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
185,기아,K3,K3(18),as-0062906,16689.0,610887.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
186,기아,K3,K3(18),as-0062895,16681.0,609717.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
187,기아,K3,K3(18),as-0062552,16487.0,367429.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
188,기아,K3,K3(18),as-0062447,16417.0,480649.0,"Bumper:coating,exchange","Bumper:coating,exchange",
189,기아,K3,K3(18),as-0062058,16178.0,456369.0,"Bumper:coating,exchange","Bumper:coating,exchange",
190,기아,K3,K3(18),as-0061758,16011.0,413402.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
191,기아,K3,K3(18),as-0061683,15969.0,589072.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
192,기아,K3,K3(18),as-0061618,15930.0,589072.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
193,기아,K3,K3(18),as-0061384,15797.0,327949.0,"Bumper:coating,exchange","Bumper:coating,exchange",
194,기아,K3,K3(18),as-0060888,15459.0,331947.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
195,기아,K3,K3(18),as-0060844,15427.0,719927.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
196,기아,K3,K3(18),as-0060214,15012.0,410197.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
197,기아,K3,K3(18),as-0059776,14710.0,699197.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
198,기아,K3,K3(18),as-0052113,10000.0,587819.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
199,기아,K3,K3(18),as-0049298,8283.0,421539.0,"Bumper:coating,repair",,"Bumper:coating,repair"
200,기아,K3,K3(18),as-0049174,8213.0,409739.0,"Bumper:coating,exchange","Bumper:coating,exchange",
201,기아,K3,K3(18),as-0048587,7838.0,627399.0,Bumper:coating,,Bumper:coating
202,기아,K3,K3(18),as-0048514,7785.0,441909.0,"Bumper:coating,exchange","Bumper:coating,exchange",
203,기아,K3,K3(18),as-0048495,7772.0,574959.0,"Bumper:coating,repair",,"Bumper:coating,repair"
204,기아,K3,K3(18),as-0047935,7369.0,574959.0,"Bumper:coating,repair",,"Bumper:coating,repair"
205,기아,K3,K3(18),as-0041884,4094.0,665161.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
206,기아,K3,K3(18),as-0041823,4051.0,683281.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
207,기아,K3,K3(18),as-0040543,3198.0,263012.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
208,기아,K3,K3(18),as-0040485,3156.0,485142.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
209,기아,K3,K3(18),as-0037079,1006.0,630981.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
210,기아,K3,K3(18),as-0037005,952.0,416497.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
211,기아,K3,K3(18),as-0036880,868.0,481004.0,"Bumper:coating,exchange","Bumper:coating,exchange",
212,기아,K3,K3(18),as-0036707,757.0,424637.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
213,기아,K3,K3(18),as-0036131,365.0,321169.0,"Bumper:coating,exchange","Bumper:coating,exchange",
214,기아,K3,K3(18),as-0035956,253.0,349099.0,"Bumper:coating,exchange","Bumper:coating,exchange",
215,기아,K3,K3(18),as-0035878,192.0,375950.0,"Bumper:coating,exchange","Bumper:coating,exchange",
216,기아,K3,K3(4도어)(16),as-0000960,525.0,290546.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
217,기아,K3,K3(4도어)(16),as-0004371,2509.0,324906.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
218,기아,K3,K3(4도어)(16),as-0004789,2770.0,318266.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
219,기아,K3,K3(4도어)(16),as-0009176,5089.0,339000.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
220,기아,K3,K3(4도어)(16),as-0012558,6518.0,476468.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
221,기아,K3,K3(4도어)(16),as-0014466,7515.0,657529.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
222,기아,K3,K3(4도어)(16),as-0017689,9198.0,392401.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
223,기아,K3,K3(4도어)(16),as-0021191,11209.0,246690.0,"Bumper:coating,exchange","Bumper:coating,exchange",
224,기아,K3,K3(4도어)(16),as-0028375,14991.0,606869.0,"Bumper:coating,exchange","Bumper:coating,exchange",
225,기아,K3,K3(4도어)(16),as-0034362,19029.0,368298.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
226,기아,K3,K3(4도어)(16),as-0035991,20274.0,622169.0,"Bumper:coating,exchange","Bumper:coating,exchange",
227,기아,K3,K3(4도어)(16),as-0041571,23895.0,648309.0,"Bumper:coating,exchange","Bumper:coating,exchange",
228,기아,K3,K3(4도어)(16),as-0048086,27475.0,417969.0,"Bumper:coating,repair",,"Bumper:coating,repair"
229,기아,K3,K3(4도어)(16),as-0049294,28281.0,417969.0,"Bumper:coating,repair",,"Bumper:coating,repair"
230,기아,K3,K3(4도어)(16),as-0049781,28599.0,350000.0,Front bumper:coating,,Front bumper:coating
231,기아,K3,K3(4도어)(16),as-0050723,29203.0,258148.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
232,기아,K3,K3(4도어)(16),as-0057798,33359.0,332436.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
233,기아,K3,K3(4도어)(16),as-0058087,33553.0,387356.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
234,기아,K3,K3(4도어)(16),as-0058096,33558.0,394236.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
235,기아,K3,K3(4도어)(16),as-0058632,33921.0,376038.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
236,기아,K3,K3(4도어)(16),as-0059434,34477.0,387356.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
237,기아,K3,K3(4도어)(16),as-0061067,35583.0,342876.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
238,기아,K3,K3(4도어)(16),as-0063380,36998.0,387356.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
239,기아,K3,K3(4도어)(16),as-0064276,37580.0,311829.0,"Bumper:coating,exchange","Bumper:coating,exchange",
