category_id,cnt,maker,model,detail,model_detail,cost_wages,cost_repairparts,cost_total,part,repair
as-0005376,3160,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,409417.0,0,409417,,Front bumper:repair;Bumper:coating
as-0005392,3170,기아,K8,K8(21)-GL3,2.5 가솔린,384229.0,0,384229,Front bumper,"Bumper:coating,exchange"
as-0005394,3172,기아,레이,레이,1.0 가솔린 프레스티지,635187.0,0,635187,,Front bumper:repair;Bumper:coating
as-0005395,3173,기아,니로,니로,프레스티지,473880.0,0,473880,Front bumper,"Front bumper:repair,coating"
as-0005404,3177,기아,카니발,올뉴카니발(14),2.2디젤프레스티지(9인승),450126.0,10000,460126,Front bumper,"Front bumper:repair,coating"
as-0005481,3213,기아,모닝,올 뉴 모닝(11),럭셔리,223938.0,0,223938,,"Front bumper:repair,coating"
as-0005580,3254,기아,K7,올 뉴 K7,2.4 GDI 프레스티지,15400.0,170000,185400,Rear fender,Wheel:exchange
as-0005635,3282,현대,투싼,올뉴투싼,UⅡ 1.7 모던,298860.0,550900,849760,,Wheel:exchange
as-0005694,3311,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,260638.0,0,260638,Front bumper,"Front bumper:sheet_metal,exchange,coating"
as-0005795,3370,한국GM,말리부,말리부,LTZ (2.0),298078.0,0,298078,,"Front bumper:repair,coating"
as-0005954,3448,기아,K9,K9(15),3.8 노블레스,311798.0,98100,409898,,"Front bumper:repair,coating"
as-0005960,3453,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,496878.0,0,496878,Front bumper,"Front bumper:repair,coating"
as-0005979,3465,르노삼성,QM6,QM6,LE,366648.0,0,366648,,"Front bumper:repair,coating"
as-0005992,3472,현대,쏘나타,LF 쏘나타 뉴라이즈,2.0 LPi,258828.0,0,258828,Front bumper,"Front bumper:repair,coating"
as-0006017,3485,현대,G80,G80(16),3.8 프레스티지,353478.0,0,353478,,"Front bumper:repair,coating"
as-0006064,3509,현대,투싼,올뉴투싼(15),R2.0 모던,350018.0,239300,589318,,"Front bumper:repair,coating"
as-0006089,3522,현대,맥스크루즈,맥스크루즈,디젤 2.2 2WD (6인승),343358.0,0,343358,Front bumper,"Front bumper:repair,coating"
as-0006113,3542,한국GM,크루즈,올뉴크루즈(17),LT(가솔린),277868.0,0,277868,,"Front bumper:repair,coating"
as-0006140,3559,현대,아슬란,아슬란,G330 PREMIUM,338078.0,0,338078,,"Front bumper:repair,coating"
as-0006174,3581,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,376488.0,0,376488,,"Front bumper:repair,coating"
as-0006184,3588,르노삼성,SM7,All New SM7,LE,358428.0,0,358428,,"Front bumper:repair,coating"
as-0006203,3599,기아,K7,올 뉴 K7,3.0 LPI 렌터카 럭셔리,292918.0,7300,300218,,"Front bumper:repair,coating"
as-0006219,3611,기아,쏘렌토,올뉴쏘렌토,R2.2 디젤 프레스티지,334618.0,0,334618,,"Front bumper:repair,coating"
as-0006257,3638,현대,엑센트,엑센트(15),프리미엄(1.4DOHC),280898.0,0,280898,Front bumper,"Front bumper:repair,coating"
as-0006278,3651,현대,아반떼,아반떼AD(16),SPORT 7 DCT,337118.0,0,337118,,"Front bumper:repair,coating"
as-0006342,3690,현대,싼타페,싼타페TM(18),가솔린2.0 T,553089.0,0,553089,,"Bumper:coating,repair"
as-0006344,3691,한국GM,말리부,말리부,LTZ (2.0),397258.0,0,397258,,"Front bumper:repair,coating"
as-0006415,3743,현대,아반떼,아반떼AD(16),1.6 GDI 모던,158329.0,171900,330229,,"Bumper:coating,exchange"
as-0006416,3744,현대,쏘나타,LF 쏘나타,2.0 LPI,331129.0,261300,592429,,"Bumper:coating,exchange"
as-0006417,3745,현대,투싼,올뉴투싼(15),R2.0 모던,356618.0,216800,573418,,"Front bumper:repair,coating"
as-0006461,3773,기아,모닝,올뉴모닝(17),터보프레스티지,422138.0,387600,809738,,"Front bumper:repair,coating"
as-0006541,3821,현대,그랜저,그랜져IG(17),가솔린 3.0 익스 스페셜,382628.0,0,382628,,"Front bumper:repair,coating"
as-0006601,3854,현대,아반떼,아반떼AD(16),1.6 e-VGT 스마트,158329.0,0,158329,Front bumper,"Bumper:coating,exchange"
as-0006612,3863,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄,359828.0,0,359828,Front bumper,"Front bumper:repair,coating"
as-0006621,3869,현대,스타렉스,그랜드스타렉스웨건(18),디젤 스마트(12인승),415758.0,0,415758,,"Bumper:coating,exchange"
as-0006626,3874,현대,아반떼,아반떼AD(16),1.6 e-VGT 스마트,410929.0,184570,595499,,"Bumper:coating,exchange"
as-0006637,3881,기아,스토닉,스토닉,1.6 디젤 트랜디,472239.0,0,472239,,"Bumper:coating,repair"
as-0006649,3889,현대,스타렉스,그랜드스타렉스웨건(18),디젤 스마트(12인승),204389.0,0,204389,Front bumper,"Bumper:coating,exchange"
as-0006654,3894,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,264389.0,0,264389,,"Bumper:coating,repair"
as-0006712,3928,현대,싼타페,싼타페(15),디젤2.0  프리미엄,434809.0,0,434809,"Front fender,Front bumper","Bumper:coating,repair"
as-0006727,3936,기아,쏘렌토,올뉴쏘렌토(18),2.0 디젤 노블레스,489318.0,206674,695992,,"Front bumper:repair,coating"
as-0006736,3943,기아,카니발,올뉴카니발(14),2.2디젤하이리무진(9인승),70400.0,255200,325600,,Wheel:exchange
as-0006766,3961,현대,쏘나타,쏘나타(19),L2.0 렌터카,580509.0,0,580509,,"Bumper:coating,exchange"
as-0006777,3967,현대,G80,G80(16),3.3 프리미엄 럭셔리,335309.0,0,335309,,"Bumper:coating,exchange"
as-0006781,3971,현대,투싼,올뉴투싼(15),R2.0 모던,13860.0,160000,173860,,Wheel:exchange
as-0006787,3975,한국GM,스파크,더넥스트스파크,LS,840019.0,0,840019,Front bumper,"Bumper:coating,exchange"
as-0006800,3981,기아,K3,K3(18),프레스티지,470199.0,0,470199,,"Bumper:coating,repair"
as-0006824,3994,기아,모닝,올뉴모닝(15),스포츠 런 하이,321319.0,0,321319,,"Bumper:coating,exchange"
as-0006832,3999,현대,G80,G80(16),3.8 파이니스트,297639.0,0,297639,,"Bumper:coating,repair"
as-0006872,4024,현대,쏘나타,LF 쏘나타,2.0 LPI,429309.0,0,429309,,"Bumper:coating,repair"
as-0006899,4039,기아,모닝,올 뉴 모닝(11),럭셔리,371479.0,0,371479,Front bumper,"Bumper:coating,exchange"
as-0006929,4054,현대,투싼,올뉴투싼(15),UⅡ 1.7 모던,371618.0,0,371618,,Bumper:repair;Front bumper:coating
as-0006933,4055,한국GM,임팔라,임팔라(15)-10TH,2.5 가솔린 LTZ(프리미어),288749.0,0,288749,,"Bumper:coating,repair"
as-0006951,4062,쌍용,렉스턴,G4 렉스턴,럭셔리,346838.0,256700,603538,,"Front bumper:repair,coating"
as-0006964,4067,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄,512799.0,0,512799,Front bumper,"Bumper:coating,repair"
as-0007045,4112,현대,그랜저,그랜져IG(17),가솔린 3.3,342869.0,0,342869,Bonnet,"Bumper:coating,exchange"
as-0007051,4118,현대,아반떼,아반떼(20)-CN7,1.6가솔린 모던,159809.0,109300,269109,Front bumper,"Bumper:coating,exchange"
as-0007114,4149,기아,모닝,올뉴모닝(15),VAN,435059.0,0,435059,,"Bumper:coating,exchange"
as-0007119,4152,현대,G80,G80(16),3.3 럭셔리,562779.0,0,562779,"Front fender,Front bumper","Bumper:coating,repair"
as-0007138,4161,현대,그랜저,그랜져IG(17),가솔린 3.3,428929.0,0,428929,,"Bumper:coating,exchange"
as-0007142,4164,현대,G80,G80(20)-RG3,가솔린 3.5 터보,189449.0,0,189449,,"Bumper:coating,exchange"
as-0007198,4191,현대,그랜저,그랜저IG(17),가솔린 2.4 프리미엄,200229.0,0,200229,Front bumper,"Bumper:coating,exchange"
as-0007209,4198,현대,G80,G80(20)-RG3,가솔린 2.5 터보,164149.0,174500,338649,Front bumper,"Bumper:coating,exchange"
as-0007230,4208,기아,레이,레이,1.0 가솔린 럭셔리,561197.0,0,561197,Wheel,Front bumper:repair;Bumper:coating
as-0007238,4212,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,441219.0,0,441219,"Front fender,Front bumper","Bumper:coating,repair"
as-0007239,4213,기아,레이,레이(18),VAN,173059.0,0,173059,,"Bumper:coating,exchange"
as-0007296,4240,현대,싼타페,싼타페(15),디젤2.0  프리미엄,437759.0,0,437759,"Head lights,Front bumper","Bumper:coating,repair"
as-0007324,4250,현대,그랜저,그랜저(19)-IG,가솔린 2.5,383469.0,0,383469,,"Bumper:coating,repair"
as-0007398,4279,기아,쏘울,올 뉴 쏘울,1.6 가솔린,300438.0,0,300000,,"Front bumper:repair,coating"
as-0007403,4281,기아,모하비,모하비,KV300 (4WD),358918.0,0,358918,,"Front bumper:repair,coating"
as-0007430,4299,현대,벨로스터,벨로스터,Turbo,280408.0,0,280408,Front bumper,"Front bumper:repair,coating"
as-0007551,4362,현대,싼타페,싼타페DM,디젤 2.2 2WD,247308.0,0,247000,,"Front bumper:repair,coating"
as-0007716,4433,기아,카니발,올뉴카니발(14),프레스티지(11인승),332648.0,0,330000,,"Front bumper:repair,coating"
as-0007752,4449,기아,모닝,올 뉴 모닝(11),럭셔리,210918.0,0,210000,,"Front bumper:repair,coating"
as-0007908,4517,기아,쏘렌토,올뉴쏘렌토,2.0 가솔린 노블레스,250968.0,0,250968,,"Front bumper:repair,coating"
as-0008036,4576,르노삼성,SM5,SM5 Nova,LE,336558.0,0,335000,Front bumper,"Front bumper:repair,coating"
as-0008280,4690,현대,G80,G80(16),3.8 파이니스트,84800.0,450000,534800,,Wheel:exchange
as-0008318,4704,쌍용,티볼리,티볼리,VX (디젤),405268.0,0,405000,,"Front bumper:repair,coating"
as-0008369,4733,쌍용,티볼리,티볼리,LX (가솔린 최고급형),124160.0,0,124000,Front bumper,"Front bumper:sheet_metal,exchange"
as-0008435,4769,현대,엑센트,엑센트(15),프리미엄(1.6GDi),11400.0,187545,198945,"Bonnet,Front bumper",Wheel:exchange
as-0008485,4790,현대,투싼,올뉴투싼(15),UⅡ 1.7 스타일,154220.0,0,154200,Rear bumper,Wheel:exchange
as-0008499,4796,현대,스타렉스,그랜드스타렉스웨건(18),디젤 모던(11인승),12600.0,98181,110781,,Wheel:exchange
as-0008546,4812,현대,투싼,올뉴투싼(15),R2.0 프리미엄,11970.0,154545,166515,,Wheel:exchange
as-0008560,4815,기아,카니발,올뉴카니발(14),2.2디젤프레스티지(11인승),26600.0,314544,341144,,Wheel:exchange;Wheel:exchange
as-0008568,4819,기아,카니발,올뉴카니발(14),3.3가솔린하이리무진(9인승),422168.0,0,420000,,Front bumper:coating
as-0008597,4833,현대,EQ900,EQ900,3.8 GDI 프레스티지럭셔리,32400.0,646000,678400,,Wheel:exchange;Wheel:exchange
as-0008628,4846,기아,카니발,올뉴카니발(14),2.2디젤하이리무진(11인승),13300.0,142727,156027,,Wheel:exchange
as-0008629,4847,기아,K7,올 뉴 K7,3.3 GDI 노블레스 스페셜,251708.0,0,251708,,"Front bumper:repair,coating"
as-0008635,4851,현대,투싼,올뉴투싼(15),R2.0 프리미엄,11970.0,147272,159242,Wheel,Wheel:exchange
as-0008642,4856,르노삼성,SM3,뉴SM3(2012),RE,255218.0,0,255218,,"Front bumper:repair,coating"
as-0008774,4914,현대,코나,코나EV(19),프리미엄,217539.0,0,217539,,"Bumper:coating,exchange"
as-0008790,4925,기아,모닝,올뉴모닝(17),프레스티지,10800.0,65454,76254,,Wheel:exchange
as-0008823,4939,현대,쏘나타,LF 쏘나타,2.4 GDI EXCLUSIVE,219118.0,0,219118,"Front fender,Front bumper","Front bumper:repair,coating"
as-0008878,4955,현대,싼타페,싼타페(15),가솔린2.0T 밸류플러스,272888.0,0,272888,,Front bumper:coating
as-0008928,4978,기아,카니발,올뉴카니발(14),2.2디젤하이리무진(11인승),13300.0,158181,171481,,Wheel:exchange
as-0008941,4981,현대,투싼,올뉴투싼(15),R2.0 스마트,11970.0,128181,140151,Wheel,Wheel:exchange
as-0008965,4986,현대,투싼,올뉴투싼(15),R2.0 스마트,265620.0,0,265620,,Wheel:exchange;Wheel:exchange
as-0008994,4998,기아,쏘렌토,올뉴쏘렌토(18),마스터(2.2디젤),367108.0,0,365000,,"Front bumper:repair,coating"
as-0009009,5006,현대,쏘나타,LF 쏘나타 뉴라이즈,2.0 프리미엄 스페셜,334328.0,0,334000,"Bonnet,Front bumper","Front bumper:repair,coating"
as-0009023,5014,현대,아반떼,아반떼MD(13),1.6 LPI,10800.0,90909,101709,,Wheel:exchange
as-0009155,5077,현대,아반떼,아반떼AD(16),2.0 CVVT 프리미엄,10800.0,90909,101709,,Wheel:exchange
as-0009176,5089,기아,K3,K3(4도어)(16),노블레스(디젤),339638.0,0,339000,,"Front bumper:repair,coating"
as-0009177,5090,현대,G80,제네시스(14),G380 Finest Edition,414638.0,0,410000,Front bumper,"Front bumper:repair,coating"
as-0009254,5117,기아,모닝,올뉴모닝(17),터보프레스티지,245398.0,0,245000,,Front bumper:coating
as-0009266,5122,현대,아이오닉,아이오닉,Q,10800.0,90909,101709,,Wheel:exchange
as-0009271,5124,쌍용,코란도,코란도스포츠,CX7 (4WD),11700.0,176363,188063,,Wheel:exchange
as-0009310,5142,기아,카니발,올뉴카니발(14),2.2디젤하이리무진(11인승),13300.0,167272,180572,Rear bumper,Wheel:exchange
as-0009326,5146,기아,스포티지,스포티지(16),노블레스 2.0(가솔린),353448.0,0,353448,Front bumper,"Front bumper:repair,coating"
as-0009341,5153,쌍용,코란도,코란도스포츠,CX7 (4WD),1015058.0,0,1015000,,"Front bumper:sheet_metal,exchange,coating"
as-0009428,5204,현대,아반떼,아반떼AD(16),1.6 e-VGT 프리미엄,322348.0,0,322348,,"Front bumper:repair,coating"
as-0009488,5241,기아,스토닉,스토닉,1.6 디젤 트랜디,218159.0,53300,271459,,"Bumper:coating,repair"
as-0009492,5244,현대,G80,G80(16),3.8 파이니스트,311518.0,10600,322118,Front bumper,"Front bumper:repair,coating"
as-0009519,5256,현대,그랜저,그랜져IG(17),가솔린 3.0 익스 스페셜,325668.0,0,325000,,Front bumper:coating
as-0009538,5267,기아,쏘렌토,올뉴쏘렌토(18),2.2 디젤 노블레스 스페셜,12600.0,167272,179872,,Wheel:exchange
as-0009543,5271,기아,모닝,올뉴모닝(17),LPi 디럭스,14400.0,113509,127909,,Wheel:exchange
as-0009544,5272,르노삼성,SM6,SM6,2.0 LPE SE,12600.0,110000,122600,Front bumper,Wheel:exchange
as-0009553,5275,르노삼성,SM7,All New SM7,RE35,639678.0,0,639000,,"Front bumper:repair,coating"
as-0009593,5296,기아,스포티지,스포티지(16),노블레스 스페셜 2.0,333158.0,0,333000,,"Front bumper:repair,coating"
as-0009610,5303,르노삼성,SM6,SM6,2.0 GDE RE,53200.0,150000,203200,,Wheel:exchange;Wheel:exchange;Wheel:exchange;Wheel:exchange
as-0009680,5335,현대,투싼,올뉴투싼,UⅡ 1.7 모던,211678.0,0,211678,,"Front bumper:repair,coating"
as-0009682,5337,기아,레이,레이,1.0 가솔린 럭셔리,228018.0,0,228018,,"Front bumper:repair,coating"
as-0009847,5419,현대,투싼,올뉴투싼,UⅡ 1.7 모던,185920.0,0,185920,,Wheel:exchange
as-0009876,5436,현대,스타렉스,그랜드스타렉스 웨건,12인승(CVX),296858.0,0,296858,Front bumper,"Front bumper:repair,coating"
as-0009922,5448,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,423948.0,0,423948,,"Front bumper:repair,coating"
as-0010063,5507,현대,싼타페,싼타페DM,디젤 2.0 4WD,284148.0,0,284148,Front bumper,"Front bumper:repair,coating"
as-0010087,5517,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,246168.0,0,246168,,"Front bumper:repair,coating"
as-0010204,5572,기아,K3,K3,럭셔리,244168.0,0,244168,,"Front bumper:repair,coating"
as-0010408,5665,르노삼성,SM3,뉴SM3(2012),SE,281818.0,0,281818,,"Front bumper:repair,coating"
as-0010434,5678,현대,그랜저,HG그랜져,HG 240,264868.0,0,264868,,"Front bumper:repair,coating"
as-0010523,5724,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄,277778.0,0,277778,,"Front bumper:repair,coating"
as-0010757,5830,기아,모닝,올 뉴 모닝(11),디럭스,243458.0,0,243458,Front bumper,"Front bumper:repair,coating"
as-0010933,5910,현대,스타렉스,그랜드스타렉스 웨건,12인승(CVX),,0,0,Front bumper,"Bumper:coating,exchange"
as-0010961,5915,기아,카니발,올뉴카니발(14),럭셔리(9인승),342208.0,0,342208,,"Front bumper:repair,coating"
as-0011384,6069,기아,스토닉,스토닉,1.6 디젤 트랜디,527649.0,27800,555449,,"Bumper:coating,repair,exchange"
as-0011387,6071,현대,펠리세이드,팰리세이드(19),프레스티지 디젤,490579.0,0,490579,,"Bumper:coating,repair,exchange"
as-0011424,6081,기아,니로,니로EV(19),프레스티지,490000.0,0,490000,,"Bumper:coating,exchange"
as-0011456,6094,한국GM,스파크,더넥스트스파크,LT(에코),471129.0,0,471129,Front bumper,"Bumper:coating,repair,exchange"
as-0011480,6104,기아,모닝,올뉴모닝(15),디럭스,256629.0,0,256629,,"Bumper:coating,exchange"
as-0011530,6119,현대,싼타페,싼타페DM,디젤 2.2 4WD,303128.0,0,303128,"Head lights,Front bumper","Front bumper:repair,coating;Bumper:coating"
as-0011575,6135,현대,투싼,투싼 IX,디젤VGT 2WD LX20,257838.0,0,257838,Front bumper,"Front bumper:sheet_metal,exchange,coating"
as-0011783,6199,기아,K7,올 뉴 K7,3.3 GDI 노블레스,332788.0,0,332788,,"Front bumper:repair,coating"
as-0011974,6270,현대,투싼,올뉴투싼,R2.0 프리미엄,295998.0,15000,310998,Front bumper,"Front bumper:repair,coating"
as-0011998,6273,기아,레이,레이,1.0 가솔린 럭셔리,279728.0,0,279728,Rear bumper,"Front bumper:repair,coating"
as-0012061,6303,현대,투싼,투싼 IX,디젤VGT 2WD LMX20,296268.0,0,296268,Rear bumper,"Front bumper:repair,coating"
as-0012127,6336,기아,스포티지,스포티지(16),프레스티지 2.0,346538.0,0,346538,Rear bumper,"Front bumper:repair,coating"
as-0012137,6338,현대,쏘나타,LF 쏘나타 뉴라이즈,2.0 프리미엄스페셜,296478.0,0,296478,Front bumper,"Front bumper:repair,coating"
as-0012154,6343,현대,싼타페,싼타페(15),디젤2.0  모던,276298.0,0,276298,,"Front bumper:repair,coating"
as-0012157,6345,현대,아반떼,아반떼MD(13),1.6 VGT,273278.0,0,273278,Rear bumper,"Front bumper:repair,coating"
as-0012241,6377,기아,스포티지,스포티지(16),노블레스 2.0,267578.0,0,267578,,"Front bumper:repair,coating"
as-0012253,6382,현대,싼타페,싼타페DM,디젤 2.0 4WD,277718.0,0,277718,,"Front bumper:repair,coating"
as-0012279,6397,현대,베라크루즈,베라크루즈,300VXL (2WD),373898.0,10000,383898,,"Front bumper:repair,coating"
as-0012313,6413,현대,G80,제네시스(14),G380 Exclusive,352608.0,0,352608,,"Front bumper:repair,coating"
as-0012364,6427,기아,카니발,올뉴카니발(14),노블레스(9인승),341638.0,0,341638,,"Front bumper:repair,coating"
as-0012398,6441,현대,그랜저,HG그랜져,HG 330,359688.0,0,359688,,"Front bumper:repair,coating"
as-0012411,6445,현대,베라크루즈,베라크루즈,300VXL (2WD),384068.0,0,384068,Front bumper,"Front bumper:repair,coating"
as-0012472,6477,쌍용,렉스턴,G4 렉스턴,마제스티,11880.0,0,11880,,Wheel:exchange
as-0012484,6483,현대,투싼,올뉴투싼,UⅡ 1.7 모던,320808.0,0,320808,,"Front bumper:repair,coating"
as-0012558,6518,기아,K3,K3(4도어)(16),노블레스(가솔린),297488.0,178980,476468,,"Front bumper:repair,coating"
as-0012587,6541,기아,스포티지,스포티지(16),노블레스 2.0,80850.0,0,80850,,Wheel:exchange
as-0012635,6562,현대,그랜저,그랜져IG(17),렌터카,350008.0,0,350008,,"Front bumper:repair,coating"
as-0012639,6564,기아,스팅어,스팅어(17),2.2 디젤 플레티넘,392078.0,0,392078,,"Front bumper:repair,coating"
as-0012641,6566,현대,그랜저,HG그랜져,HG 300 (15),361468.0,0,361468,,"Front bumper:repair,coating"
as-0012660,6580,현대,싼타페,싼타페DM,디젤2.0 4WD(2015),324868.0,0,324868,"Rear fender,Rear bumper","Front bumper:repair,coating"
as-0012679,6591,현대,쏘나타,LF 쏘나타,2.0 CVVL PREMIUM,330038.0,0,330038,,"Front bumper:repair,coating"
